Title,Username,final_review,compound,sentiment,adjectives_only
Langkawi Eco Ventures (Mangrove Kayak Tour),Carlota,we had an incredible experience on this ecofriendly kayak tour through the mangroves of langkawi our guides sham and nina were both very friendly and extremely knowledgeable they shared fascinating insights about the ecosystem making …,0.8643,Positive,incredible tour friendly knowledgeable fascinating
Langkawi Eco Ventures (Mangrove Kayak Tour),Chantelle Ecob,a thoroughly enjoyable day our tour guide yan was extremely friendly funny and knowledgable sharing information about the mangroves wildlife and fish the tour was a great mix of fun navigating our kayaks through the mangroves and …,0.9641,Positive,enjoyable friendly funny knowledgable fish great
Langkawi Eco Ventures (Mangrove Kayak Tour),Samara Young,we had a wonderful morning in the mangrove forest with langkawi eco ventures as part of their boat and kayak tour from the moment we booked they were very communicative and provided transport from our accommodation our guide sham was both knowledgeable and incredibly funny and his passion for animals and the environment was very evident he had a keen eye for spotting the different wildlife which meant we got to see many animals including kingfishers otters and walking fish on top of the bats and eagles i highly recommend this tour which you’ll be very happy you booked when you’re part of the only group with back support on the kayaks,0.9708,Positive,wonderful eco tour knowledgeable funny evident different many fish top recommend happy
Langkawi Eco Ventures (Mangrove Kayak Tour),Christina S.,we had a wonderful tour with everything we had hoped forour guide was super friendly helpful and told us lots of interesting things about the local nature and wildlife we also saw many animals bats monkeys …,0.9578,Positive,wonderful forour helpful told local many
Langkawi Eco Ventures (Mangrove Kayak Tour),Dima Almikati,thank you sham for being an amazing tour guide kayaking with him through the mangroves was breathtaking he made sure we enjoyed the trip with all its details stars for his service,0.9313,Positive,sure enjoyed
Langkawi Eco Ventures (Mangrove Kayak Tour),Nicole Brun,we had such a great time with sham on our kayak tour this morning he is a great story teller and gives lots of new and interesting info …,0.8979,Positive,great sham tour great lots new
Langkawi Eco Ventures (Mangrove Kayak Tour),Esra van der Zaag,the tour was extensive fun and very informative our guide sham was funny and charismatic and his english was very good he told us a lot about the area and it’s local wildlife and also showed us the local wildlife,0.8553,Positive,tour extensive informative funny charismatic good local local
Langkawi Eco Ventures (Mangrove Kayak Tour),Jessica B,nina and sham were wonderful guides we had an incredible time kayaking around the magnificent mangroves and learning about them we even planted a sapling watched as the eagles flew around us and got acquainted with some of the aquatic pets in their floating restaurant the experience inside the bat cave was extraordinary sham regaled to us multiple stories of his encounters with the local monkeysi would highly recommend this activity to anyone looking to visit the geoforest,0.8858,Positive,sham wonderful incredible magnificent watched aquatic extraordinary multiple local
Langkawi Eco Ventures (Mangrove Kayak Tour),Jesper Leong,there were a number of tours offering mangrove kayak experiences on various travel websites but i ultimately went with shams mangrove kayaking experience as it was the only package that allowed bookings for solo travellers …,0.0387,Neutral,various
Langkawi Eco Ventures (Mangrove Kayak Tour),Hanis Jali,tour well organised good quality equipments and manageable pace whether you’re looking for adventure or relaxing experience sham the guide and langkawi eco venture can fit into your preference sham is very friendly patient and attentive ensuring everyone felt safe and comfortable throughout the whole hours of kayaking he spotted hidden wildlife and shared stories about the area’s history and biodiversity very professional and highly recommended guide,0.9783,Positive,good manageable eco fit friendly patient attentive safe comfortable whole hidden professional
Langkawi Eco Ventures (Mangrove Kayak Tour),Jaromír Březina,awesome experience experienced smiley guide took us through the mangrove forest with ease weve seen a lot enjoyed on maximum,0.9118,Positive,awesome smiley forest
Langkawi Eco Ventures (Mangrove Kayak Tour),Ken Hiew,wan our tour guide was fantastic it was our first time kayaking and it was great fun we got to see some wild life and lunch was provided would recommend,0.926,Positive,fantastic first great wild
Langkawi Eco Ventures (Mangrove Kayak Tour),Lovise Marie Gjertsen,kayaking was a great way to explore the mangroves our guide was excellent – we had time to observe the nature and wildlife ask questions and look around it was pleasant and enjoyable langkawi eco ventures is truly recommended it’s nice to see how much they care about nature and keeping the mangroves healthy and clean,0.9819,Positive,great excellent observe pleasant enjoyable eco recommended nice much healthy clean
Langkawi Eco Ventures (Mangrove Kayak Tour),Veronica Cinque,our guide was amazing the booking process was easy the tour was also a great experience first time going kayaking and our guide was so professional and made me feel safe and was so knowledgeable highly recommend this tour,0.9498,Positive,easy tour great first guide safe knowledgeable
Langkawi Eco Ventures (Mangrove Kayak Tour),Nancy Grau,we had such a fun time on our kayak tour it was the highlight from our visit in langkawi wan was a fantastic knowledgeable funny tour guide highly recommend booking with langkawi eco ventures,0.9324,Positive,tour fantastic knowledgeable funny recommend langkawi eco
Langkawi Eco Ventures (Mangrove Kayak Tour),Leigh Leslie,an unforgettable eco adventure in langkawilangkawi eco adventures exceeded all my expectations and delivered a truly immersive nature experiencewe did the mangrove kayak tour and it was absolutely incredible paddling through the winding waterways surrounded by towering limestone cliffs and rich biodiversity was a peaceful yet aweinspiring experience our guide sham pointed out various wildlife – including eagles mudskippers and even a few viper snakes he shared insights on the local ecosystem and the importance of mangrovessafety was prioritized and all equipment was clean and wellmaintained and comfortablelunch was good too thank you so much for the most amazing time,0.9826,Positive,unforgettable eco immersive tour incredible rich various local comfortablelunch good much amazing
Langkawi Eco Ventures (Mangrove Kayak Tour),Brian Lownds,sham and nina delivered a great experience during our private toursham was a great guide knowledgeable and obviously proud of the landscape and wildlife of langkawi he also has a great sense of humorhe shared a wealth of insights with us and managed the whole day based on our interestsnina managed the booking process and transportation she was friendly clear and quick to respondwe highly recommend langkawi eco adventures by sham,0.9848,Positive,sham great private great knowledgeable proud great whole clear quick recommend
Langkawi Eco Ventures (Mangrove Kayak Tour),Mehdi Abdelkefi,we have enjoyed the time spent in the activity the explanations from our guide musz and also the guy at the restaurant amazing experience the food was simple but very very good thanks musz for the visite and your energy and vibes you are an amazing guide eco venture thanks for the organisation,0.9807,Positive,enjoyed musz good visite eco
Langkawi Eco Ventures (Mangrove Kayak Tour),Luuk Scholten,we had an incredibly memorable experience kayaking through the mangrove forests with sham we saw otters monkeys vipers and eagles roaming the forest and even witnessed a monkey diving from the treetops into the water the forest is a truly unique place and sham was able to tell us all about it truly a highlight of our trip,0.8176,Positive,memorable saw forest monkey treetops forest unique able highlight
Langkawi Eco Ventures (Mangrove Kayak Tour),geri Dawes,we hired the company for a private boat and kayak tour of the kilim geoforest mainly because we wanted more kayaking than the standard tour the whole experience was fabulous the kayaks were easy to maneuver having backs the wet bags low profile life vests and water provided were bonuses sham taught us so much about the mangroves and animals dusky monkeys bats sea eagles kites sea otters horse shoe crabs mud skippers manta rays that we saw kayaking was the best way to get up close to the mangroves i highly recommend this company,0.9392,Positive,private tour geoforest standard tour whole fabulous easy low profile much shoe best close
Langkawi Eco Ventures (Mangrove Kayak Tour),Marit van den Elshout,we had a great day on the kayak tour with our guide sham the kayaking was fun and while navigating through the mangrove sham told us many things about the mangrove and spotted several animals,0.8126,Positive,great tour many several
Langkawi Eco Ventures (Mangrove Kayak Tour),Jawad Masood,we went to mangrove tour with them and had an amazing experience the tour guide nina was amazing with her knowledge and sense of humor kids also enjoyed all the places we visited especially the beach time i totally recommend them,0.9412,Positive,beach
Langkawi Eco Ventures (Mangrove Kayak Tour),Susan Kazi,we had a great two hour kayaking tour as a family our guide sham shared many interesting information with us and managed to spot a lot of animals in the mangroves on top he is a very kind an funny guy who made our trip unforgettable the kayak tour is great because one gets to paddle into the mangroves whereas the motorboats make a lot of noise and go only on the river,0.9681,Positive,great tour many interesting top funny unforgettable kayak great paddle
Langkawi Eco Ventures (Mangrove Kayak Tour),Paulina Szewczyk,i really recommend this tour sham is a great tour guide he takes care of the whole group and he is really passionate about what he is doing he is a local so you can expect a lot of insights and interesting stories the place is amazing …,0.9652,Positive,great tour care whole local
Langkawi Eco Ventures (Mangrove Kayak Tour),N Son,sham was extremely welcoming and friendly from start to finishhe provided us with a clear explanation of what the tour entailed and provided us with a lot of information on what we were seeing in front of our eyes he knew a lot about nature and animals and could very easily spot snakes lizards eagles mudskippers etc you could tell that he also cared about the mangroves and was continuously picking up litter throughout the trip sham also provided us with dry bags water and a bit sunhat to protect us from the sun as well as any unwanted creatures getting too closewe had a small group which was perfect some of the other tours off up to at a timewould definitely recommend thank you shamnavin,0.9797,Positive,friendly clear provided front lot cared dry sunhat unwanted small perfect recommend
Langkawi Eco Ventures (Mangrove Kayak Tour),Elize,very nice tour truly recommended we had a wonderful day with our tour guide sham and second guide nina it’s obvious that both of them have a lot of knowledge and expertise when it comes to the nature etc in this area they share a lot of valuable information during the tour this combined with a good sense of humor fun and jokes made it a lovely day definitely worth the price they love their job you can see that compared with other operators we had a small group max persons that’s great we received a hat and a lovely meal at the fishery station afterwards you’ll receive both group and personal pictures great day thanks again sham and nina,0.9945,Positive,nice recommended wonderful sham second obvious nature etc valuable good worth small max great meal personal great
Langkawi Eco Ventures (Mangrove Kayak Tour),Robert Duras,pinacle of our trip best attraction on langkawi guide were amazing funny and educative if you will ever think about any activity in langkawi this is the must,0.9313,Positive,best funny educative
Langkawi Eco Ventures (Mangrove Kayak Tour),Danielle Rowen,i had a brilliant day today with our tour guide yan the tour is hour of kayaking but it felt really easy yan was super k woledgeable about the mangroves as well as langkawi malaysia in general he is clearly a really smart man who knows about local wildlife as well as rock cave formations but he explained it really clearly he was very funny informative compassionate to how well we could kayak thanks yan for an amazing morning,0.9943,Positive,brilliant tour easy yan woledgeable malaysia general smart local funny informative yan amazing
Langkawi Eco Ventures (Mangrove Kayak Tour),David Handley,smooth booking process and comms throughout the whole trip with good regard for hs and group members varied ability by wan our personable tour leader hi light was river otters and tasty early dinner,0.6369,Positive,smooth whole good personable tour early
Langkawi Eco Ventures (Mangrove Kayak Tour),Sandra,i had an amazing experience kayaking in the mangrove forest sham is an excellent guide and is very knowledgeable about the area he told us some really interesting stories too i can highly recommend this tour,0.9229,Positive,forest excellent knowledgeable interesting
Langkawi Eco Ventures (Mangrove Kayak Tour),Simon Widdrington,we had a fantastic mangrove kayaking tour today sham is very knowledgeable and we learnt a lot about local wildlife etc it was a fun day the kayaking was a great way to explore the mangroves in a serene way much better than a boat tour i would saythank you great memories,0.9682,Positive,fantastic knowledgeable local great serene much better great
Langkawi Eco Ventures (Mangrove Kayak Tour),shehansilva8,if you are looking at doing a tour kilim geoforest park then langkawi eco ventures is the place you should go …,0.0,Neutral,geoforest eco
Langkawi Eco Ventures (Mangrove Kayak Tour),Frances Bridgman,sham was a great guide he looked after us so well and was a wealth of information would recommend option of single or double kayak as well single gives more manoeuvrability but double gives you more power so less tiring,0.7987,Positive,great wealth single double single double
Langkawi Eco Ventures (Mangrove Kayak Tour),deepanshu dhariwal,the kayaking tour was fabulous and the tour guide sham was actually a gem who shared knowledge about the mangrove forest and the importance of it he is star guide i highly recommend this tour it was a lovely experience to be part of your tour,0.9312,Positive,fabulous gem forest experience
Langkawi Eco Ventures (Mangrove Kayak Tour),masvtm,what a wonderful experience with an exceptional tour guide sham this tour brings you quality over quantity in hours you paddle through the mangroves and sham makes sure everyone feels save and has a good time every question is answered and a lot of details explained he made sure we were able to see all the animals we wanted to see was very friendly and always smiling one of the best memories and i would recommend it to everyone staying in langkawi thank you sham,0.9819,Positive,wonderful exceptional tour sure good sure able friendly best langkawi
Langkawi Eco Ventures (Mangrove Kayak Tour),simon burgin,we had a wonderful guided tour with musz he was really knowledgeable about the environment and history of the area and we even saw a snake highly recommended you book with this operator,0.6997,Positive,tour knowledgeable recommended
Langkawi Eco Ventures (Mangrove Kayak Tour),V Vivegananthan,i had an incredible experience with langkawi eco ventures from start to finish everything was wellorganized and sham was friendly knowledgeable and passionate about ecotourism the tour itself was both adventurous and educational offering stunning views and a chance to connect with naturea special shoutout to sham for his warm hospitality bat cave was highly recommend this tour to anyone visiting langkawi—definitely a mustdo experiencevisiting the bat cave was an unforgettable experience exploring the cave and seeing the bats up close made the adventure even more specialthank you for an unforgettable adventure,0.9705,Positive,incredible eco friendly knowledgeable adventurous educational naturea special warm mustdo unforgettable unforgettable
Langkawi Eco Ventures (Mangrove Kayak Tour),Shalom Dilip,fantastic mangrove tour with sham in langkawiwe had an incredible experience on the mangrove tour in langkawi with sham as our guide from start to finish he was knowledgeable engaging and made the entire trip both educational and fun his deep understanding of the local ecosystem wildlife and conservation efforts really stood outsham took us through the stunning kilim geoforest park pointing out unique flora and fauna while sharing fascinating stories about the mangroves he ensured we got the best views and we even spotted wildlife like eagles and monkeyshis passion for nature and sustainability was evident and he made sure we respected the environment while enjoying its beauty the tour was wellorganized and sham’s friendly personality made it even more enjoyableif you’re in langkawi and looking for a memorable and ecofriendly tour i highly recommend booking with sham it was one of the highlights of our trip,0.9925,Positive,fantastic incredible guide knowledgeable entire educational deep understanding local wildlife outsham geoforest unique best sure respected friendly enjoyableif memorable recommend sham
Langkawi Eco Ventures (Mangrove Kayak Tour),Liwen Lee,had a fantastic time with langkawi eco ventures and cannot recommend them enough our guide sham was all in all everything you want in a guide super fun engaging knowledgeable and well prepared overall did not know what to expect when booking the experience but came away feeling fulfilled by a good morning of learningwe started the day around am there were clear instructions on how to meet the guide we gathered and first took a boat to a floating platform which turned out to be a restaurant there we already got the opportunity to get up close and personal with some of the marine life in the geoforest park including horseshoe crabs and stingrays after that we grabbed our gear hats and water prepared by the guide and explored the mangroves on kayak over a good hours the time absolutely flew by and while it may sound like a long time we had ample rest stops where sham shared his experience and answered our questions about the mangroves by the end of the morning we had seen different types of marine life learnt about the local monkeys and saw several eagles around pm we had the opportunity to share lunch with the new friends made and even got lucky and snuck a visit to the bat cave nearby before we ended the guide boatmen and other members of the group were really friendly and outgoingwould really recommend this company to go with if you’re looking to do something to learn more about the natural environment in langkawi and get some exercise in the meantime apply lots of sunscreen and wear clothes you don’t mind getting just a little splashes on,0.9952,Positive,fantastic eco enough knowledgeable prepared good clear first restaurant personal geoforest horseshoe crabs gear good long ample answered different marine local several lunch new lucky snuck boatmen learn natural sunscreen wear little
Langkawi Eco Ventures (Mangrove Kayak Tour),Sophie Bradley,the best christmas day ever sham was absolutely amazing he introduced himself and explained what we would be doing during the day there was no waiting around the day started promptly we got a boat to the floating island where sham …,0.796,Positive,best amazing
Langkawi Eco Ventures (Mangrove Kayak Tour),Patrycja Bazydło,the dream forest tour with langkawi eco ventures was an amazing experience everything was super wellorganized the guide was knowledgeable and passionate and we felt taken care of the whole time the route was well thought out and the atmosphere was really friendly and relaxed highly recommend,0.9802,Positive,forest eco knowledgeable whole friendly recommend
Langkawi Eco Ventures (Mangrove Kayak Tour),Felix T,we had a great time on our tour with shamhe had lots of interesting and funny facts about the eco system and the animalsyou get to see the mangroves and the nature up close kayaking which you cant really get on a bigger boatsham is a really great guide as he goes above and beyond to make you feel safe and comfortable on his tourwe definitely recommend getting the tour as you will get an experience youll likely remember forever,0.9756,Positive,great tour shamhe funny animalsyou bigger great safe comfortable tour likely
Langkawi Eco Ventures (Mangrove Kayak Tour),Macy G,nina is an absolute gem i specifically chose this company because of the stellar reviews and was not let down the whole experience was the tour itself was great i loved that it was a small group it was nice that they had single kayaks and i was able to do this as a solo traveller we got to start the morning with a quick boat ride to the bat cave then down to the kayaking area dry bags are provided for each kayak for your important items i was worried that i would get tiredfall behind but it was paced well slow moving as you navigate through the mangroves and breaks to talk about and see the surroundingsnina truly took this from just a fun activity to an unforgettable day she quickly learned everyone’s names which is a small thing but makes a big difference she was informative yet interesting her knowledge is extensive which showed through everything she shared and her ability to quickly provide an answer to any question that was asked she was caring frequently checked in with us and took picturesvideos i would recommend booking with this company i have only good things to say about the whole daythank you nina,0.9896,Positive,absolute stellar whole tour great small nice single able solo start quick important paced slow navigate surroundingsnina unforgettable small big informative extensive answer good whole
Langkawi Eco Ventures (Mangrove Kayak Tour),Martina Lencesova,we did the afternoon kayaking tour had an amazing experience our guide sham i hope i spelled it correctly was very kind knowledgeable and enthusiastic our afternoon adventure wouldnt be the same without him and we couldnt recommend this activity enough kayaking is definitely the way to explore the mangroves you learn a lot and get a closer view on the ecosystem would definitely go again,0.9595,Positive,tour amazing knowledgeable enthusiastic couldnt enough closer
Langkawi Eco Ventures (Mangrove Kayak Tour),Darja Koch,it was awsome yan our tour guide was really sweet he showed us a lot of cool places and was able to give us intresting fun facts would recomend,0.8357,Positive,awsome tour sweet lot cool able give
Langkawi Eco Ventures (Mangrove Kayak Tour),Julie Johnson,sham is the best guide ever he spent so much time explaining everything and making sure we were safe all the time plus his unforgettable sense of humour made our day highly recommended to,0.9273,Positive,best much sure safe unforgettable
Langkawi Eco Ventures (Mangrove Kayak Tour),Lydia,kayaking through mangroves is the best way to explore them it is so fun our guide yan was fabulous and lunch was nice had a great time,0.9625,Positive,best fabulous great
Langkawi Eco Ventures (Mangrove Kayak Tour),Noor Iftikhar,very nice and kind tour operator very knowledgeable and helpful great kayaks with good back support recommended for your tour by kayak through the beautiful mangrove forest,0.9756,Positive,nice knowledgeable helpful great good tour beautiful
Langkawi Eco Ventures (Mangrove Kayak Tour),Suhaila Senapi,it was terrific we had a great time exploring the beautiful nature it was a wonderful and unforgettable experience with stunning scenery definitely recommended,0.9678,Positive,terrific great beautiful wonderful unforgettable
Langkawi Eco Ventures (Mangrove Kayak Tour),Hans Eriksson,it was a very nice way to experience the mangroves close to the nature and to see some wild animals the guide nina was great and taught us about the nature and the animals living there we recommend this way to see the mangrove more eco friendly and kind to the animalsnina also took lots of photos and send them to us after the tour i can strongly recommend this event,0.9646,Positive,nice close nature wild great taught recommend animalsnina photos tour
Langkawi Eco Ventures (Mangrove Kayak Tour),Jacques De Villiers,this was a wonderful experience with breath taking views and great wildlife sightings we had a lot of fun and our guide was incredible he is fun passionate and amazing at spotting wildlifehighly recommend this activity and sham guide,0.9753,Positive,wonderful great wildlife incredible wildlifehighly
Langkawi Eco Ventures (Mangrove Kayak Tour),Sarah Rimmer,a must do in langkawi could not recommend this tour enough sham was born to do this his passion and love for the mangrove the animals and trees species and the conservation of it all was so inspiring and funny what a lovely guy we saw types of eagles monkeys bats crabs fish snakes otters water monitors kingfishers and more a must for nature and animal lovers we were a bit sceptical about the kayaking due to my partners back problems we have struggled on an excursion in mexico in the past but we were accommodated by using a back support which we were so grateful for thank you sham for the most amazing day,0.9799,Positive,tour sham guy fish animal sceptical due sham amazing
Langkawi Eco Ventures (Mangrove Kayak Tour),Núria Bordes Vidal,this adventure was my favourite of my holidays in langkawi i would fervently recommend this activity sham loves his work and consequently what he offers is deeply original we had a delicious afternoon with good company in an amazing scenario the afterward dinner was great and the final surprise awesome,0.9866,Positive,original delicious good great final
Langkawi Eco Ventures (Mangrove Kayak Tour),Horst Noi,just to recommend sham knew so much and could really nice explain everything around the mangrove forest animals and langkawi and it was super funny and safe to do this tour with him i can only recommend to everyone,0.9501,Positive,nice forest super funny safe
Langkawi Eco Ventures (Mangrove Kayak Tour),Nicole L.,amazing tour with a very knowledgeable kind and patient guide sham we saw so many animals and sham gave very detailed explanationsdefinitely recommend this tour as you see way more than joining a normal boat tour,0.8818,Positive,knowledgeable many normal
Langkawi Eco Ventures (Mangrove Kayak Tour),Sanne Van den herik,we had an amazing time guides were very kind we went kayaking and our guide was funny energetic and knew a lot about the environment we saw a lot of animals even dolphins really recommend booking with this company food was also very nice and the mangrove was very beautiful,0.9731,Positive,amazing funny energetic nice
Langkawi Eco Ventures (Mangrove Kayak Tour),Ian Ingabire,the natural beauty of the island was incredibly brought out by our guide he was great,0.886,Positive,natural great
Langkawi Eco Ventures (Mangrove Kayak Tour),Alexander,we can highly recommend this experience to everyone a truly unique experience sham is a very nice guide with a lot of knowledge you feel that he really enjoys the tours and the area where we are,0.9077,Positive,recommend unique nice enjoys
Langkawi Eco Ventures (Mangrove Kayak Tour),Helena Sporkmann,we had the best time kayaking in the mangroves it is a magic place and we had all the time to soak it all in ask all the questions and watch animals nice group nice food nice guide and nice experience that will forever be our “remember when”thank you,0.9371,Positive,best magic ask nice nice nice nice
Langkawi Eco Ventures (Mangrove Kayak Tour),Nico Maass,sham gave us probably the best kayaking experience in the mangrove you can getabsolutely worth every penny,0.7269,Positive,best worth
Langkawi Eco Ventures (Mangrove Kayak Tour),ZZ,absolutely recommended our guide nina was enthusiastic knowledgeable and a lovely person we enjoyed the tour very much thank you,0.9345,Positive,guide enthusiastic knowledgeable lovely much
Langkawi Eco Ventures (Mangrove Kayak Tour),Qes Hussain,we had such an amazing day kayaking with sham our guide he was awesome he made it super fun enjoyable and we learnt a lot from him about the surrounding nature and wildlife,0.9584,Positive,amazing sham super enjoyable nature
Langkawi Eco Ventures (Mangrove Kayak Tour),paul,nice edicated tour on the bike,0.4215,Positive,
Langkawi Eco Ventures (Mangrove Kayak Tour),Tim van der Linden,mr sham and his captain were amazing nice mixture of information fun and entertainment this mangrove tour is a must when youre in langkawi,0.9136,Positive,amazing nice
Langkawi Eco Ventures (Mangrove Kayak Tour),abhinav nair,amazing experience sham was a brilliant guide really showed us around and was very patient,0.8225,Positive,brilliant
Langkawi Eco Ventures (Mangrove Kayak Tour),Din Asan,its really a wonderful trip very recommended tour with a friendly gudel i want to give stars,0.862,Positive,wonderful friendly
Langkawi Eco Ventures (Mangrove Kayak Tour),john Ponomarenko,brilliant trip great balance between the motor boat ride and the kayaking nina was a very knowledgeable guide,0.836,Positive,brilliant great knowledgeable
Langkawi Eco Ventures (Mangrove Kayak Tour),Zaheen Zaki,nina and sham were such amazing guides for our day adventure around the geopark …,0.7269,Positive,sham amazing
Langkawi Eco Ventures (Mangrove Kayak Tour),Baba Woli,sham was a great guide yesterday with a lot of knowledge and always having a good story for us thanks for showing us around,0.872,Positive,great good
Langkawi Eco Ventures (Mangrove Kayak Tour),Lucas,we enjoyed mangove kayak tour very much sjam is a great guide,0.8126,Positive,much great
Langkawi Eco Ventures (Mangrove Kayak Tour),luca schär,the best guide you can get he grew there up and can explain nearly everything hes so motivated and wana give you a special experience,0.8949,Positive,best give special
Langkawi Eco Ventures (Mangrove Kayak Tour),Melissa Seear,kayaking through the mangroves was relaxing and dinner on the floating restaurant with beautiful views was perfect thank you sham,0.9231,Positive,beautiful thank
Langkawi Eco Ventures (Mangrove Kayak Tour),Sergio Tricarico,very nice the guide loves his job very careful and competent brand new equipment i recommend it,0.9144,Positive,nice careful new
Langkawi Eco Ventures (Mangrove Kayak Tour),Tamás Schild,super cool trip,0.7351,Positive,super
Langkawi Eco Ventures (Mangrove Kayak Tour),Ahmet Sezgin,it is such a beautiful place and the tour operator is a professional we recommend you to take this tour,0.7506,Positive,beautiful professional
Langkawi Eco Ventures (Mangrove Kayak Tour),Juni Karimah noor jamali.[D],it was really a wonderful experience me and my friend go to kayaking i suggest you guys to try it,0.8016,Positive,wonderful suggest
Langkawi Eco Ventures (Mangrove Kayak Tour),haeyun,very recommended tour friendly guide with the beautiful nature,0.8576,Positive,friendly beautiful
Langkawi Eco Ventures (Mangrove Kayak Tour),Sven Hermans,the tour and the guide were great,0.6249,Positive,great
Langkawi Eco Ventures (Mangrove Kayak Tour),Shukry Abu Ishak,its really a beautiful tour the nature are really amazed me,0.8265,Positive,beautiful tour
Langkawi Eco Ventures (Mangrove Kayak Tour),Hadrian Sanie66,the tour was really amazing,0.624,Positive,
Langkawi Eco Ventures (Mangrove Kayak Tour),Mohammad Hafizulniam,the tour was awesome,0.6249,Positive,
Langkawi Eco Ventures (Mangrove Kayak Tour),Akmayanie zulkifli,amazing tours,0.5859,Positive,
Langkawi Eco Ventures (Mangrove Kayak Tour),Cik Fatir,recommended,0.2023,Positive,
Langkawi Eco Ventures (Mangrove Kayak Tour),Sandra D.,"superb activity our guide sham was really very nice, funny and very caring…",0.8982,Positive,nice
Langkawi Eco Ventures (Mangrove Kayak Tour),Анастасия Мамонова,"a kayaking tour around the island leaves an extremely positive impression; during such a walk, an accompanying boat with a sham guide helps you relax if you are tired of paddling, which makes the trip comfortable even for beginners...",0.8995,Positive,positive tired comfortable
Langkawi Eco Ventures (Mangrove Kayak Tour),sandra MATHIEU,an excellent morning in kayak with our guide muz who shared with us his passion for wildlife and introduced us to the mangroves our two teenagers were delighted to recommend for an unforgettable moment with the family great team of professionals,0.9584,Positive,excellent unforgettable great
Langkawi Eco Ventures (Mangrove Kayak Tour),Léa Maitte,great activity very well organized our guide nina was great she explained lots of little anecdotes to us without it being too long to be able to enjoy the kayak tour really pleasant kind and attentive…,0.9685,Positive,great great little able pleasant
Langkawi Eco Ventures (Mangrove Kayak Tour),Vera Van den heuvel,"a well-deserved star rating for sham and the organization today we did a kayak tour, we had a great time and learned a lot, sham was able to tell us all kinds of facts and figures about the animals and nature...",0.6249,Positive,tour great able
Langkawi Eco Ventures (Mangrove Kayak Tour),Stefano Morandini,crazy experience starting from the service and the very nice guide sham the kayak tour was very interesting both from a natural and cultural point of view with all the necessary explanations not only of the plants but also...,0.4754,Positive,crazy nice natural cultural necessary
Langkawi Eco Ventures (Mangrove Kayak Tour),Yvette Vos,"enthusiastic guide who knew a lot about nature and its inhabitants, the simple meal afterwards was tasty and enjoyable with fellow bookers, top",0.7845,Positive,enthusiastic lot simple meal tasty enjoyable fellow
Langkawi Eco Ventures (Mangrove Kayak Tour),mel Pinson,a great activity our guide sham was at the top he knew how to mix interesting explanations and humor throughout the outing the kayaks were of very good quality and the time passed so quickly the lunch was good...,0.9168,Positive,great top mix interesting good good
Langkawi Eco Ventures (Mangrove Kayak Tour),Анастасия Грибановская,"the best of the tourist activities on the island, our guide Nina created an amazingly calm and relaxed atmosphere and we were lucky to be the only ones in the evening group, so we had an individual tour, Nina told us with love and passion...",0.9599,Positive,best calm lucky individual
Langkawi Eco Ventures (Mangrove Kayak Tour),Ayu,"Mr. sham taught us a lot about mangroves, creatures, how to interact with them, and more! I'm glad I chose a kayak because I could go through the narrow paths of the mangroves! I was also happy that they took lots of photos! Thank you for the fun time! It's the best! by ayu toshi from japan",0.9592,Positive,glad chose paths happy fun best
Langkawi Eco Ventures (Mangrove Kayak Tour),Hester Scholten,"great tour with informative and explanation from the enthusiastic guide about plants and animal life, price and quality ratio is therefore excellent, the bat cave good explanation and nice good instruction about dealing with the …",0.9618,Positive,great tour informative enthusiastic animal excellent good good
Langkawi Eco Ventures (Mangrove Kayak Tour),Irene Castrillo,"The best memory of Langkawi we took with us from this activity, our guide Sham was very kind and fun, always attentive and helpful along the way, explaining everything about the mangroves to us in a very entertaining and easy to understand way…",0.9666,Positive,best attentive easy understand
Langkawi Eco Ventures (Mangrove Kayak Tour),Karolína Kilhofová,"an absolutely fantastic agency that does its job properly, we arrived at the port in front of there is an opportunity to use the toilet, the guide immediately welcomed us, we set sail on a nice and high-quality boat, we rented a waterproof kayak...",0.8977,Positive,fantastic nice waterproof
Langkawi Eco Ventures (Mangrove Kayak Tour),Jalapeña,Sham is a great guide who makes the tour an unforgettable experience. You learn a lot about the animals and the mangrove ecosystem and have fun kayaking - an absolute highlight on Langkawi,0.8689,Positive,great tour unforgettable absolute
Langkawi Eco Ventures (Mangrove Kayak Tour),alicia agullo garrido,"incredible experience in a beautiful place and with Sham's explanations, an incredible guide not only for his friendliness and kindness but also for his knowledge of the environment, animals, nature, the culture of Langkawi and his way of explaining and sharing it, totally recommended",0.8954,Positive,incredible beautiful shams incredible guide nature recommended
Langkawi Eco Ventures (Mangrove Kayak Tour),Daniel Hagen,an unforgettable tour with Nina dream start to the day with the kayak in the mangroves until my kayak capsized during the Crocodile Fight we had so much fun together very good service and friendly staff at the floating restaurant Eco Ventures also represented on Instagram,0.8545,Positive,unforgettable dream crocodile much good friendly eco
Langkawi Eco Ventures (Mangrove Kayak Tour),Sofie Demerre,we had a super fun day in the morning we did the fun boat kayak tour which was an ideal combination our guide sham was great because of all his knowledge this was a unique experience in the afternoon we did the bike tour with …,0.9584,Positive,super tour ideal great unique
Langkawi Eco Ventures (Mangrove Kayak Tour),Lynn Deckers,it was a very fun and interesting tour with children and it was the ideal combination of boat and kayaknina told us a lot of useful information about the island and its fauna and …,0.9162,Positive,tour ideal useful
